"District","School","GrowthStatus","PctPassingEOGTests","PctFreeReduced","HasStringsProgram","SchoolScore","Grade"
"Cleveland County Schools","Graham Elementary","Met",35.30,93.20,0,42,"D"
"Union County Public Schools","Prospect Elementary","NotMet",53.80,48.70,0,56,"C"
"Cleveland County Schools","Grover Elementary","Met",63.40,78.00,0,66,"C"
"Guilford County Schools","Southern Guilford Middle","NotMet",43.40,76.80,0,46,"D"
"Cleveland County Schools","James Love Elementary","NotMet",45.90,92.00,0,50,"D"
"Cleveland County Schools","Kings Mountain High","Met",63.80,48.00,0,75,"B"
"Cleveland County Schools","Kings Mountain Intermediate","Met",64.40,61.60,0,66,"C"
"Union County Public Schools","Sardis Elementary","Met",67.10,58.90,0,70,"B"
"Jackson County Schools","Scotts Creek Elementary","Met",57.00,58.50,0,62,"C"
"Cleveland County Schools","Kings Mountain Middle","NotMet",61.70,59.50,0,63,"C"
"Johnston County Schools","West Clayton Elementary","NotMet",57.30,42.20,0,59,"C"
"Cleveland County Schools","Marion Elementary","Met",56.30,70.50,0,59,"C"
"Cleveland County Schools","North Elementary","Met",75.30,70.10,0,77,"B"
"Cleveland County Schools","Shelby High","NotMet",47.30,61.00,0,64,"C"
"Cleveland County Schools","Shelby Intermediate","NotMet",50.30,70.50,0,54,"D"
"Surry County Schools","Central Middle","NotMet",57.40,69.50,0,59,"C"
"Cleveland County Schools","Shelby Middle","NotMet",52.50,70.70,0,55,"C"
"Hoke County Schools","West Hoke Elementary","Met",31.60,84.70,0,40,"D"
"Cleveland County Schools","Springmore Elementary","Exceeded",70.30,51.10,0,75,"B"
"Cleveland County Schools","Township Three Elementary","Met",55.80,80.10,0,59,"C"
"Cleveland County Schools","Union Elementary","Met",60.70,72.70,0,64,"C"
"Stanly County Schools","North Stanly Middle","Exceeded",57.60,47.20,0,66,"C"
"Cleveland County Schools","Washington Elementary","Met",58.80,82.70,0,61,"C"
"Rowan-Salisbury Schools","North Rowan Middle","Exceeded",36.60,79.80,0,48,"D"
"Cleveland County Schools","West Elementary","Met",76.30,53.60,0,77,"B"
"Roanoke Rapids City Schools","Belmont Elementary","Met",44.70,79.20,0,52,"D"
"Duplin County Schools","North Duplin Jr Sr High","Met",51.70,58.30,0,61,"C"
"Clinton City Schools","Butler Avenue Elementary","Exceeded",60.60,76.40,0,66,"C"
"Clinton City Schools","Sampson Middle","Exceeded",51.30,67.70,0,59,"C"
"Clinton City Schools","Sunset Avenue Elementary","NotMet",55.20,71.90,0,57,"C"
"Columbus County Schools","Acme Delco Elementary","Met",37.00,73.10,0,44,"D"
"Columbus County Schools","Acme Delco Middle","Met",29.90,76.90,0,40,"D"
"Durham Public Schools","Lucas Middle","NotMet",40.80,63.80,0,45,"D"
"Columbus County Schools","CCCA - Southeastern Campus","Met",57.50,55.00,0,68,"C"
"Davidson County Schools","Wallburg Elementary","NotMet",67.30,34.80,0,68,"C"
"Columbus County Schools","Cerro Gordo Elementary","Exceeded",51.30,73.10,0,58,"C"
"Columbus County Schools","Chadbourn Elementary","Met",26.90,91.00,0,36,"F"
"Columbus County Schools","Chadbourn Middle","Met",30.90,90.50,0,41,"D"
"Harnett County Schools","Overhills Elementary","Met",53.10,46.80,0,59,"C"
"Columbus County Schools","East Columbus High","Met",40.80,60.30,0,62,"C"
"Columbus County Schools","Evergreen Elementary","NotMet",43.10,78.60,0,46,"D"
"Columbus County Schools","Guideway Elementary","Exceeded",37.30,84.20,0,47,"D"
"Pasquotank County Schools","Sheep-Harney Elementary","Met",44.30,78.60,0,51,"D"
"Columbus County Schools","Hallsboro Middle","Exceeded",46.00,72.10,0,55,"C"
"Wake County Schools","Pleasant Union Elementary","Met",77.30,8.10,0,78,"B"
"McDowell County Schools","East McDowell Junior High","Exceeded",61.00,62.50,0,66,"C"
"Iredell-Statesville Schools","Collaborative College for Technology","Met",82.30,36.10,0,86,"A"
"Columbus County Schools","Hallsboro-Artesia Elementary","Met",27.90,82.30,0,38,"F"
"Columbus County Schools","Nakina Middle","Exceeded",51.80,71.20,0,59,"C"
"Rockingham County Schools","Reidsville Middle","NotMet",36.30,75.60,0,41,"D"
"Montgomery County Schools","Green Ridge Elementary","Met",38.30,85.50,0,47,"D"
"Columbus County Schools","Old Dock Elementary","Met",55.10,66.30,0,60,"C"
"Pasquotank County Schools","Northside Elementary","Met",61.10,55.40,0,65,"C"
"Hoke County Schools","East Hoke Middle","NotMet",43.30,64.10,0,48,"D"
"Columbus County Schools","Tabor City Elementary","Exceeded",45.30,86.70,0,54,"D"
"Person County Schools","North Elementary","Met",38.10,,0,47,"D"
"Mooresville City Schools","Rocky River Elementary","Met",83.10,28.00,0,83,"B"
"Columbus County Schools","Tabor City Middle","NotMet",36.70,78.50,0,41,"D"
"Haywood County Schools","Central Elementary","Met",64.20,74.80,0,68,"C"
"Guilford County Schools","Johnson Street Global Studies","NotMet",47.10,80.30,0,52,"D"
"Craven County Schools","Albert H Bangert Elementary","Met",59.90,58.50,0,64,"C"
"Craven County Schools","Arthur W Edwards Elementary","Met",64.90,50.80,0,67,"C"
"Wayne County Public Schools","Eastern Wayne Middle","Exceeded",42.50,62.30,0,52,"D"
"Craven County Schools","Ben D Quinn Elementary","Exceeded",68.80,55.10,0,73,"B"
"Craven County Schools","Bridgeton Elementary","Exceeded",58.50,62.40,0,65,"C"
"Moore County Schools","North Moore High","Met",52.30,54.20,0,67,"C"
"Duplin County Schools","Warsaw Elementary","Met",37.60,91.40,0,46,"D"
"Cumberland County Schools","Lake Rim Elementary","Exceeded",57.80,54.00,0,64,"C"
"Craven County Schools","Brinson Memorial Elementary","Met",68.40,39.30,0,71,"B"
"Craven County Schools","Craven Early College High","Met",76.60,29.10,0,81,"B"
"Lincoln County Schools","S Ray Lowder Elementary","Met",56.90,70.50,0,61,"C"
"Granville County Schools","Joe Toler-Oak Hill Elementary","Met",41.10,69.60,0,49,"D"
"Craven County Schools","Early College EAST High","Met",72.00,25.30,0,74,"B"
"Kannapolis City Schools","Forest Park Elementary","Exceeded",52.90,68.00,0,60,"C"
"Cumberland County Schools","Terry Sanford High","Exceeded",57.50,38.70,0,73,"B"
"Craven County Schools","Graham A Barden Elementary","Met",67.00,65.30,0,69,"C"
"Guilford County Schools","Southeast Guilford High","Exceeded",60.70,34.80,0,78,"B"
"Craven County Schools","Grover C Fields Middle","Exceeded",58.20,62.90,0,64,"C"
"Wake County Schools","Davis Drive Middle","Exceeded",88.90,8.30,1,90,"A"
"Craven County Schools","H J MacDonald Middle","NotMet",56.60,44.30,0,55,"C"
"Craven County Schools","Havelock Elementary","Met",60.80,64.80,0,65,"C"
"Craven County Schools","Havelock High","Exceeded",60.70,41.10,0,75,"B"
"Craven County Schools","Havelock Middle","Exceeded",53.60,62.40,0,62,"C"
"Moore County Schools","Carthage Elementary","Exceeded",56.00,58.90,0,64,"C"
"Craven County Schools","James W Smith Elementary","Exceeded",41.50,79.20,0,51,"D"
"Craven County Schools","New Bern High","NotMet",44.60,46.70,0,59,"C"
"Craven County Schools","Oaks Road Elementary","Met",40.90,87.50,0,48,"D"
"Craven County Schools","Roger R Bell Elementary","Met",44.80,69.60,0,52,"D"
"Craven County Schools","Tucker Creek Middle","Exceeded",67.10,42.40,0,71,"B"
"Sampson County Schools","Hobbton High","Met",50.30,64.70,0,68,"C"
"Durham Public Schools","Durham School of the Arts","Exceeded",68.90,39.40,0,78,"B"
"Craven County Schools","Vanceboro-Farm Life Elementary","Met",47.30,74.60,0,53,"D"
"Nash-Rocky Mount Schools","Coopers Elementary","Met",60.20,51.70,0,63,"C"
"Craven County Schools","W Jesse Gurganus Elementary","Exceeded",79.80,44.20,0,83,"B"
"Nash-Rocky Mount Schools","Cedar Grove Elementary","Exceeded",45.10,83.30,0,53,"D"
"Craven County Schools","West Craven High","Met",49.00,51.90,0,67,"C"
"Cumberland County Schools","Alderman Road Elementary","Met",52.00,61.60,0,58,"C"
"Cumberland County Schools","Anne Chesnutt Middle","Exceeded",47.30,65.80,0,56,"C"
"Union County Public Schools","New Town Elementary","Met",81.70,8.60,0,79,"B"
"Cumberland County Schools","William H Owen Elementary","Met",59.90,83.30,0,64,"C"
"Cumberland County Schools","Armstrong Elementary","Met",62.60,64.40,0,67,"C"
"New Hanover County Schools","New Hanover High","NotMet",52.40,49.40,0,61,"C"
"Cumberland County Schools","Ashley Elementary","Met",55.70,58.10,0,61,"C"
"Cumberland County Schools","Benjamin J Martin Elementary","Met",44.00,71.10,0,50,"D"
"Cumberland County Schools","Bill Hefner Elementary","Exceeded",53.00,62.90,0,60,"C"
"Hoke County Schools","SandHoke Early College High","NotMet",66.30,49.30,0,73,"B"
"Cumberland County Schools","Brentwood Elementary","Met",54.80,87.30,0,60,"C"
"Cumberland County Schools","Cape Fear High","Exceeded",60.80,45.60,0,75,"B"
"Cumberland County Schools","Cliffdale Elementary","Met",42.30,79.20,0,50,"D"
"Cumberland County Schools","College Lakes Elementary","Exceeded",46.60,67.90,0,55,"C"
"Cumberland County Schools","Cross Creek Early College","Met",84.30,57.00,0,89,"A"
"Stokes County Schools","Lawsonville Elementary","Exceeded",61.30,51.50,0,67,"C"
"Cumberland County Schools","Cumberland Mills Elementary","Met",51.10,78.30,0,57,"C"
"Cumberland County Schools","Cumberland Road Elementary","NotMet",48.10,78.20,0,51,"D"
"Sampson County Schools","Hobbton Middle","Met",53.70,70.10,0,59,"C"
"Cumberland County Schools","District No 7 Elementary","Met",84.40,50.60,0,84,"B"
"Henderson County Schools","Henderson County Early College","Exceeded",92.50,57.00,0,92,"A"
"Cumberland County Schools","Douglas Byrd High","Met",36.00,77.60,0,58,"C"
"Cumberland County Schools","Douglas Byrd Middle","Met",35.00,84.50,0,44,"D"
"Cumberland County Schools","E E Miller Elementary","Met",58.10,62.00,0,61,"C"
"Robeson County Schools","Long Branch Elementary","Met",43.00,77.00,0,51,"D"
"Cumberland County Schools","E Melvin Honeycutt Elementary","Exceeded",71.70,39.40,0,74,"B"
"Edgecombe County Public School","Princeville Elementary","NotMet",21.80,,0,31,"F"
"Cumberland County Schools","Eastover Central Elementary","Exceeded",75.90,34.60,0,79,"B"
"Cumberland County Schools","Ed V Baldwin Elementary","Met",52.30,55.20,0,58,"C"
"Cumberland County Schools","Elizabeth M Cashwell Elementary","Exceeded",43.10,84.10,0,53,"D"
"Cumberland County Schools","Ferguson-Easley Elementary","Exceeded",51.40,91.10,0,59,"C"
"Cumberland County Schools","Gallberry Farm Elementary","Met",59.80,50.80,0,64,"C"
"Cumberland County Schools","Gray's Creek Elementary","Met",55.80,44.90,0,61,"C"
"Cumberland County Schools","Gray's Creek High","Met",55.00,43.40,0,69,"C"
"Richmond County Schools","Richmond Early College High","NotMet",65.00,63.70,0,72,"B"
"Davidson County Schools","Denton Elementary","NotMet",37.80,62.80,0,41,"D"
"Cumberland County Schools","Howard Health & Life Sciences","Exceeded",70.00,47.50,0,82,"B"
"Cumberland County Schools","Howard L Hall Elementary","Met",65.60,39.10,0,68,"C"
"Cumberland County Schools","Ireland Drive Middle","NotMet",29.40,86.80,0,35,"F"
"Wayne County Public Schools","Goldsboro High","NotMet",20.80,81.40,0,46,"D"
"Cumberland County Schools","J W Coon Elementary","Met",46.20,83.30,0,54,"D"
"Cumberland County Schools","J W Seabrook Elementary","Met",53.50,70.70,0,59,"C"
"New Hanover County Schools","Bradley Creek Elementary","Exceeded",59.80,55.90,0,65,"C"
"Cumberland County Schools","Jack Britt High","Exceeded",79.70,28.00,0,87,"A"
"Cumberland County Schools","John R Griffin Middle","Exceeded",69.30,32.90,0,75,"B"
"Wayne County Public Schools","North Drive Elementary","Met",33.30,,0,43,"D"
"Cumberland County Schools","Lewis Chapel Middle","Met",36.20,74.30,0,43,"D"
"Cumberland County Schools","Lillian Black Elementary","NotMet",42.90,82.90,0,47,"D"
"Cumberland County Schools","Long Hill Elementary","Met",71.50,35.90,0,74,"B"
"Cumberland County Schools","Lucile Souders Elementary","Met",42.90,81.10,0,48,"D"
"Cumberland County Schools","Luther 'Nick' Jeralds Middle","NotMet",39.40,87.20,0,45,"D"
"Wake County Schools","Adams Elementary","Met",76.00,37.00,0,77,"B"
"Cumberland County Schools","Mac Williams Middle","NotMet",55.00,52.10,0,57,"C"
"Cumberland County Schools","Manchester Elementary","Exceeded",44.30,82.90,0,53,"D"
"Cumberland County Schools","Margaret Willis Elementary","Exceeded",53.20,83.50,0,60,"C"
"Cumberland County Schools","Mary McArthur Elementary","Met",49.00,79.50,0,55,"C"
"Cumberland County Schools","R Max Abbott Middle","NotMet",51.00,55.90,0,52,"D"
"Cumberland County Schools","Massey Hill Classical High","Exceeded",71.70,26.90,0,82,"B"
"Cumberland County Schools","Montclair Elementary","Met",57.70,77.00,0,61,"C"
"Cumberland County Schools","Morganton Road Elementary","Met",46.00,71.30,0,53,"D"
"Cumberland County Schools","New Century International Elementary","Met",56.60,49.90,0,60,"C"
"Cumberland County Schools","New Century International Middle","Met",59.10,44.40,0,63,"C"
"Wake County Schools","Cary High","Exceeded",74.50,32.10,0,83,"B"
"Cumberland County Schools","Pine Forest High","Exceeded",51.90,53.30,0,67,"C"
"Mount Airy City Schools","Mount Airy High","Exceeded",66.30,43.80,0,79,"B"
"Cumberland County Schools","Pine Forest Middle","Exceeded",60.50,44.50,0,66,"C"
"Cumberland County Schools","Ponderosa Elementary","Exceeded",54.40,76.40,0,62,"C"
"Cumberland County Schools","Reid Ross Classical High","Exceeded",52.20,51.50,0,73,"B"
"Cumberland County Schools","Reid Ross Classical Middle","Exceeded",55.50,66.30,0,62,"C"
"Cumberland County Schools","Rockfish Elementary","Met",72.00,51.60,0,73,"B"
"McDowell County Schools","McDowell Early College","Met",80.00,40.70,0,86,"A"
"Forsyth County Schools","Kernersville Elementary","Exceeded",52.20,76.70,0,60,"C"
"Cumberland County Schools","Seventy-First High","Exceeded",40.70,58.30,0,60,"C"
"Rutherford County Schools","R-S Central High School","Met",46.00,55.80,0,66,"C"
"Cumberland County Schools","South View Middle","Met",41.20,67.00,0,47,"D"
"Cumberland County Schools","Spring Lake Middle","Met",32.30,81.40,0,40,"D"
"Cumberland County Schools","Stedman Elementary","Met",75.90,54.20,0,76,"B"
"Cumberland County Schools","Stoney Point Elementary","Exceeded",74.60,27.00,0,77,"B"
"Cumberland County Schools","Sunnyside Elementary","Exceeded",58.30,76.40,0,64,"C"
"Cumberland County Schools","Teresa C Berrien Elementary","Met",38.10,93.70,0,47,"D"
"Cumberland County Schools","Vanstory Hills Elementary","Met",75.80,37.60,0,75,"B"
"Cumberland County Schools","Walker Spivey Elementary","Met",40.50,,0,48,"D"
"Cumberland County Schools","Warrenwood Elementary","NotMet",39.20,80.00,0,45,"D"
"Stanly County Schools","West Stanly High","Met",61.80,36.20,0,68,"C"
"Cumberland County Schools","Westover High","Exceeded",37.60,70.20,0,56,"C"
"Sampson County Schools","Clement Elementary","Met",60.70,53.90,0,63,"C"
"Cumberland County Schools","Westover Middle","Met",38.10,75.20,0,47,"D"
"Cumberland County Schools","William T Brown Elementary","NotMet",37.30,77.30,0,44,"D"
"Currituck County Schools","Central Elementary","Met",47.30,60.90,0,54,"D"
"Currituck County Schools","Jarvisburg Elementary","NotMet",54.70,54.10,0,58,"C"
"Currituck County Schools","Knotts Island Elementary","NotMet",74.10,44.20,0,71,"B"
"Wake County Schools","Vance Elementary","Exceeded",62.50,42.10,0,67,"C"
"Currituck County Schools","Moyock Middle","Met",60.70,30.60,0,65,"C"
"Currituck County Schools","The JP Knapp ECH (i)School","Met",67.00,24.50,0,77,"B"
"Currituck County Schools","W T Griggs Elementary","Met",56.20,62.10,0,60,"C"
"Forsyth County Schools","Northwest Middle","Exceeded",42.70,70.30,0,52,"D"
"Dare County Schools","Cape Hatteras Elementary School","Met",67.50,58.30,0,70,"B"
"Dare County Schools","First Flight Elementary School","Exceeded",68.50,39.70,0,72,"B"
"Dare County Schools","Kitty Hawk Elementary School","Exceeded",72.10,23.80,0,76,"B"
"Dare County Schools","Manteo Elementary School","Met",51.90,60.20,0,58,"C"
"Dare County Schools","Manteo High School","Exceeded",66.30,38.30,0,79,"B"
"Surry County Schools","White Plains Elementary","Exceeded",64.00,61.80,0,69,"C"
"Johnston County Schools","Clayton High","NotMet",56.90,30.70,0,66,"C"
"Dare County Schools","Manteo Middle School","Met",58.60,54.00,0,61,"C"
"Dare County Schools","Nags Head Elementary School","Met",72.00,42.20,0,74,"B"
"Wilkes County Schools","Mount Pleasant Elementary","Exceeded",57.20,60.70,0,63,"C"
"Davidson County Schools","Brier Creek Elementary","NotMet",51.40,57.30,0,53,"D"
"Henderson County Schools","Mills River Elementary","Met",70.90,39.60,0,73,"B"
"Davidson County Schools","Central Davidson Middle","Met",56.20,55.30,0,60,"C"
"Wayne County Public Schools","Tommy's Road Elementary","Met",46.80,60.10,0,53,"D"
"Davidson County Schools","Churchland Elementary","NotMet",59.00,65.70,0,60,"C"
"Davidson County Schools","Davidson Early College","Met",75.80,50.00,0,87,"A"
"Richmond County Schools","Richmond Senior High","NotMet",33.80,65.00,0,54,"D"
"Davidson County Schools","Davis-Townsend Elementary","Met",65.80,46.10,0,67,"C"
"Davidson County Schools","E Lawson Brown Middle","Exceeded",61.50,52.50,0,67,"C"
"Davidson County Schools","East Davidson High","NotMet",57.70,39.70,0,67,"C"
"Gaston County Schools","South Point High","Exceeded",63.10,32.80,0,77,"B"
"Davidson County Schools","Fair Grove Elementary","Met",61.00,53.40,0,65,"C"
"Davidson County Schools","Friendship Elementary","Exceeded",71.20,36.80,0,74,"B"
"Davidson County Schools","Hasty Elementary","Exceeded",63.20,58.00,0,68,"C"
"Davidson County Schools","Ledford Middle","Met",63.60,41.10,0,67,"C"
"Davidson County Schools","Ledford Senior High","Exceeded",64.30,28.80,0,76,"B"
"Harnett County Schools","Harnett Primary","Met",38.50,84.90,0,46,"D"
"Davidson County Schools","Midway Elementary","Met",60.90,43.70,0,65,"C"
"Davidson County Schools","North Davidson High","Met",66.60,27.30,0,77,"B"
"Pitt County Schools","Farmville Central High","NotMet",40.40,61.30,0,60,"C"
"Davidson County Schools","North Davidson Middle","Met",65.20,37.50,0,68,"C"
"Davidson County Schools","Northwest Elementary","Exceeded",68.40,36.30,0,72,"B"
"Davidson County Schools","Oak Grove Middle","Exceeded",68.90,34.00,0,74,"B"
"Davidson County Schools","Pilot Elementary","Met",57.60,55.70,0,63,"C"
"Davidson County Schools","Reeds Elementary","Met",65.30,53.00,0,69,"C"
"Gaston County Schools","Forest Heights Elementary","NotMet",32.70,88.50,0,40,"D"
"Davidson County Schools","Silver Valley Elementary","Met",46.50,77.30,0,53,"D"
"Davidson County Schools","South Davidson High","NotMet",49.00,51.10,0,62,"C"
"Davidson County Schools","South Davidson Middle","Exceeded",52.70,60.30,0,61,"C"
"Rockingham County Schools","Rockingham Co Early College High","Exceeded",80.40,42.50,0,88,"A"
"Forsyth County Schools","Piney Grove Elementary","Exceeded",70.90,30.60,0,74,"B"
"Davidson County Schools","Southmont Elementary","Met",55.30,62.10,0,61,"C"
"Durham Public Schools","Southern School of Engineering","NotMet",36.60,64.40,0,53,"D"
"Davidson County Schools","Southwood Elementary","NotMet",49.90,69.20,0,54,"D"
"Yadkin County Schools","Forbush High","Exceeded",52.30,40.30,0,70,"B"
"Rowan-Salisbury Schools","North Rowan High","NotMet",24.40,68.30,0,49,"D"
"Davidson County Schools","Tyro Elementary","Exceeded",59.60,60.20,0,66,"C"
"Davidson County Schools","Tyro Middle","Met",55.70,50.30,0,61,"C"
"Davidson County Schools","Welcome Elementary","Met",59.30,52.50,0,63,"C"
"Davidson County Schools","West Davidson High","NotMet",53.60,44.50,0,64,"C"
"Davidson County Schools","Yadkin Valley Regional Career Academy","NotMet",54.00,54.10,0,56,"C"
